x,y,z,label
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
33.33,0,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
40,0,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,20,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,6.67,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,0,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,0,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,20,106.67,1
40,13.33,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,20,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,0,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,0,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
53.33,20,106.67,1
40,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,6.67,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
33.34,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
40,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,0,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,20,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,20,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,20,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,20,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,20,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,6.67,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,20,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,20,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,0,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
46.67,0,106.67,1
46.67,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,20,106.67,1
53.33,0,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.33,20,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,0,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,0,106.67,1
33.34,20,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,6.67,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,20,106.67,1
33.34,13.33,106.67,1
33.34,0,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
33.34,20,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
46.67,0,106.67,1
33.34,0,106.67,1
40,0,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,20,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
53.33,20,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,20,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,0,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,0,106.67,1
46.67,13.33,106.67,1
40,20,106.67,1
53.33,13.33,106.67,1
46.67,0,106.67,1
46.67,0,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,0,106.67,1
53.33,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
40,0,106.67,1
53.33,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
53.33,20,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
53.33,20,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
33.34,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
46.67,13.33,106.67,1
40,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
33.34,0,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,6.67,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
40,20,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
40,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
53.33,0,106.67,1
46.67,13.33,106.67,1
33.34,0,106.67,1
53.33,0,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,0,106.67,1
53.33,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
53.33,13.33,106.67,1
53.33,13.33,106.67,1
33.34,20,106.67,1
40,13.33,106.67,1
33.34,13.33,106.67,1
33.34,20,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
40,0,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
33.34,0,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.33,20,106.67,1
46.67,13.33,106.67,1
53.33,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
53.33,13.33,106.67,1
40,0,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
33.34,0,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,0,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
53.33,13.33,106.67,1
46.67,0,106.67,1
33.34,13.33,106.67,1
46.67,20,106.67,1
33.34,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,0,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
33.34,13.33,106.67,1
46.67,13.33,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
46.67,13.33,106.67,1
46.67,20,106.67,1
46.67,20,106.67,1
33.34,6.67,106.67,1
46.67,13.33,106.67,1
33.33,13.33,106.67,1
33.33,6.67,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,20,106.67,1
33.33,20,106.67,1
40,20,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,20,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
40,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,0,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
40,0,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
33.33,20,106.67,1
33.33,13.33,106.67,1
40,13.33,106.67,1
33.33,13.33,106.67,1
33.33,13.33,106.67,1
40,6.67,106.67,0
40,0,106.67,0
46.67,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
46.67,20,106.67,0
46.67,20,106.67,0
53.34,20,106.67,0
53.34,26.67,106.67,0
46.67,20,106.67,0
46.67,13.33,106.67,0
33.34,13.33,106.67,0
46.67,13.33,113.34,0
40,13.33,113.34,0
40,6.67,113.34,1
33.33,0,113.34,1
40,13.33,113.34,1
33.33,6.67,113.34,1
46.67,6.67,113.34,1
46.67,6.67,113.34,1
40,6.67,113.34,1
40,6.67,113.34,1
33.33,6.67,113.34,1
46.67,6.67,113.34,1
40,6.67,113.34,1
40,13.33,113.34,1
46.67,20,113.34,1
40,0,113.34,1
46.67,6.67,113.34,1
40,0,113.34,0
33.34,6.66,113.34,0
46.67,20,113.34,0
46.67,20,113.34,0
60,0,146.67,1
53.34,0,140,1
53.34,13.33,113.34,0
33.33,6.67,106.67,0
46.66,0,106.67,0
46.66,6.67,106.67,0
46.66,0,106.67,0
46.66,20,106.67,0
33.33,20,106.67,0
46.66,13.33,106.67,0
33.33,0,106.67,0
33.33,0,106.67,0
33.33,0,106.67,0
33.33,13.33,106.67,0
40,6.67,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,0,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
26.66,0,106.67,0
40,13.33,106.67,0
33.33,6.67,106.67,0
40,6.67,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,6.67,106.67,0
40,0,106.67,0
40,20,106.67,0
40,0,106.67,0
33.33,0,106.67,0
40,20,106.67,0
40,6.67,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,0,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
33.33,0,106.67,0
40,0,106.67,0
40,0,106.67,0
33.33,13.33,106.67,0
33.33,0,106.67,0
46.67,13.33,106.67,0
33.33,0,106.67,0
46.67,6.67,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,13.33,106.67,0
33.33,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,20,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,13.33,106.67,0
40,13.33,106.67,0
40,0,106.67,0
40,0,106.67,0
40,20,106.67,0
46.67,0,106.67,0
40,13.33,106.67,0
